31	76	0	1	0	5	261	0
31	77	0	1	1	5	261	0
31	84	0	1	2	5	261	0
31	87	0	1	3	5	261	0
33	76	0	1	1	14	49	0
33	78	0	1	2	14	49	0
33	79	0	1	3	14	49	0
33	80	0	1	0	14	49	0
33	86	0	1	1	14	50	0
33	100	0	1	2	14	50	0
33	101	0	1	3	14	50	0
33	102	0	1	4	14	50	0
33	103	0	1	5	14	50	0
33	104	0	1	6	14	50	0
33	105	0	1	7	14	50	0
33	106	0	1	8	14	50	0
33	107	0	1	9	14	50	0
33	108	0	1	10	14	50	0
33	109	0	1	11	14	50	0
33	110	0	1	12	14	50	0
33	112	0	1	1	14	68	0
37	76	0	1	1	14	49	0
37	78	0	1	2	14	49	0
37	79	0	1	3	14	49	0
37	80	0	1	0	14	49	0
37	86	0	1	1	14	50	0
37	100	0	1	2	14	50	0
37	101	0	1	3	14	50	0
37	102	0	1	4	14	50	0
37	103	0	1	5	14	50	0
37	104	0	1	6	14	50	0
37	105	0	1	7	14	50	0
37	106	0	1	8	14	50	0
37	107	0	1	9	14	50	0
37	108	0	1	10	14	50	0
37	109	0	1	11	14	50	0
37	110	0	1	12	14	50	0
37	112	0	1	1	14	68	0
40	128	0	3	0	14	1684	0
40	129	0	3	0	14	1685	0
40	130	0	3	0	14	1686	0
40	131	0	3	0	14	1687	0
40	132	0	3	0	14	1688	0
40	133	0	3	0	14	1689	0
40	134	0	3	0	14	1690	0
40	135	0	3	0	14	1691	0
40	136	0	3	0	14	1692	0
40	137	0	3	0	14	1693	0
40	138	0	3	0	14	1694	0
40	139	0	3	0	14	1695	0
40	140	0	3	0	14	1696	0
40	141	0	3	0	14	1697	0
40	142	0	3	0	14	1698	0
40	143	0	3	0	14	1699	0
40	144	0	3	0	14	1700	0
40	145	0	3	0	14	1701	0
40	146	0	3	0	14	1702	0
40	147	0	3	0	14	1703	0
40	148	0	3	0	14	1704	0
40	149	0	3	0	14	1705	0
40	150	0	3	0	14	1706	0
40	151	0	3	0	14	1707	0
40	152	0	3	0	14	1708	0
40	153	0	3	0	14	1709	0
40	154	0	3	0	14	1710	0
40	155	0	3	0	14	1711	0
40	156	0	3	0	14	1712	0
40	157	0	3	0	14	1713	0
40	158	0	3	0	14	1714	0
40	159	0	3	0	14	1715	0
40	160	0	3	0	14	1716	0
40	161	0	3	0	14	1717	0
40	162	0	3	0	14	1718	0
40	163	0	3	0	14	1719	0
40	164	0	3	0	14	1720	0
40	165	0	3	0	14	1721	0
40	166	0	3	0	14	1722	0
40	167	0	3	0	14	1723	0
40	168	0	3	0	14	1724	0
40	169	0	3	0	14	1725	0
40	170	0	3	0	14	1726	0
40	171	0	3	0	14	1727	0
40	172	0	3	0	14	1728	0
40	173	0	3	0	14	1729	0
40	174	0	3	0	14	1730	0
40	175	0	3	0	14	1731	0
40	176	0	3	0	14	1732	0
40	177	0	3	0	14	1733	0
40	178	0	3	0	14	1734	0
40	179	0	3	0	14	1735	0
40	180	0	3	0	14	1736	0
40	181	0	3	0	14	1737	0
40	182	0	3	0	14	1738	0
40	183	0	3	0	14	1739	0
40	184	0	3	0	14	1628	0
40	185	0	3	0	14	1629	0
40	186	0	3	0	14	1630	0
40	187	0	3	0	14	1631	0
40	188	0	3	0	14	1632	0
40	189	0	3	0	14	1633	0
40	190	0	3	0	14	1634	0
40	191	0	3	0	14	1635	0
40	192	0	3	0	14	1636	0
40	193	0	3	0	14	1637	0
40	194	0	3	0	14	1638	0
40	195	0	3	0	14	1639	0
40	196	0	3	0	14	1640	0
40	197	0	3	0	14	1641	0
40	198	0	3	0	14	1642	0
40	199	0	3	0	14	1643	0
40	200	0	3	0	14	1644	0
40	201	0	3	0	14	1645	0
40	202	0	3	0	14	1646	0
40	203	0	3	0	14	1647	0
40	204	0	3	0	14	1648	0
40	205	0	3	0	14	1649	0
40	206	0	3	0	14	1650	0
40	207	0	3	0	14	1651	0
40	208	0	3	0	14	1652	0
40	209	0	3	0	14	1653	0
40	210	0	3	0	14	1654	0
40	211	0	3	0	14	1655	0
40	212	0	3	0	14	1656	0
40	213	0	3	0	14	1657	0
40	214	0	3	0	14	1658	0
40	215	0	3	0	14	1659	0
40	216	0	3	0	14	1660	0
40	217	0	3	0	14	1661	0
40	218	0	3	0	14	1662	0
40	219	0	3	0	14	1663	0
40	220	0	3	0	14	1664	0
40	221	0	3	0	14	1665	0
40	222	0	3	0	14	1666	0
40	223	0	3	0	14	1667	0
40	224	0	3	0	14	1668	0
40	225	0	3	0	14	1669	0
40	226	0	3	0	14	1670	0
40	227	0	3	0	14	1671	0
40	228	0	3	0	14	1672	0
40	229	0	3	0	14	1673	0
40	230	0	3	0	14	1674	0
40	231	0	3	0	14	1675	0
40	232	0	3	0	14	1676	0
40	233	0	3	0	14	1677	0
40	234	0	3	0	14	1678	0
40	235	0	3	0	14	1679	0
40	236	0	3	0	14	1680	0
40	237	0	3	0	14	1681	0
40	238	0	3	0	14	1682	0
40	239	0	3	0	14	1683	0
40	293	0	3	0	14	1684	0
40	294	0	3	0	14	1685	0
40	295	0	3	0	14	1686	0
40	296	0	3	0	14	1687	0
40	297	0	3	0	14	1688	0
40	298	0	3	0	14	1689	0
40	299	0	3	0	14	1690	0
40	300	0	3	0	14	1691	0
40	301	0	3	0	14	1692	0
40	302	0	3	0	14	1693	0
40	303	0	3	0	14	1694	0
40	304	0	3	0	14	1695	0
40	305	0	3	0	14	1696	0
40	306	0	3	0	14	1697	0
40	307	0	3	0	14	1698	0
40	308	0	3	0	14	1699	0
40	309	0	3	0	14	1700	0
40	310	0	3	0	14	1701	0
40	311	0	3	0	14	1702	0
40	312	0	3	0	14	1703	0
40	313	0	3	0	14	1704	0
40	314	0	3	0	14	1705	0
40	315	0	3	0	14	1706	0
40	316	0	3	0	14	1707	0
40	317	0	3	0	14	1708	0
40	318	0	3	0	14	1709	0
40	319	0	3	0	14	1710	0
40	320	0	3	0	14	1711	0
40	321	0	3	0	14	1712	0
40	322	0	3	0	14	1713	0
40	323	0	3	0	14	1714	0
40	324	0	3	0	14	1715	0
40	325	0	3	0	14	1716	0
40	326	0	3	0	14	1717	0
40	327	0	3	0	14	1718	0
40	328	0	3	0	14	1719	0
40	329	0	3	0	14	1720	0
40	330	0	3	0	14	1721	0
40	331	0	3	0	14	1722	0
40	332	0	3	0	14	1723	0
40	333	0	3	0	14	1724	0
40	334	0	3	0	14	1725	0
40	335	0	3	0	14	1726	0
40	336	0	3	0	14	1727	0
40	337	0	3	0	14	1728	0
